Car,Purchase price,Sale price,Transport time,Country
608,28106,84561,"0"" 04ays""",Bulgaria
609,28011,64276,"0"" 11ays""",Poland
610,20725,61121,"0"" 05ays""",Austria
611,18297,48058,"0"" 18ays""",Latvia
612,29333,38852,"0"" 06ays""",Poland
613,16911,42039,"0"" 19ays""",Spain
614,24295,60995,"0"" 11ays""",Spain
615,25783,50586,"0"" 07ays""",Ireland
616,24047,29420,"0"" 02ays""",Belgium
617,23126,71918,"0"" 21ays""",Finland
618,15329,32521,"0"" 05ays""",Slovenia
619,26807,67041,"0"" 07ays""",Hungary
620,5037,8720,"0"" 05ays""",Belgium
621,17344,38698,"0"" 10ays""",Ireland
622,8661,17336,"0"" 21ays""",Latvia
623,12323,15686,"0"" 31ays""",Spain
624,13410,37592,"0"" 10ays""",Finland
625,16605,30720,"0"" 12ays""",Finland
626,24196,59315,"0"" 22ays""",France
627,25580,66186,"0"" 20ays""",Italy
628,26666,49839,"0"" 22ays""",Sweden
629,6804,17091,"0"" 31ays""",Belgium
630,15627,41509,"0"" 14ays""",Greece
631,15398,47903,"0"" 07ays""",Slovakia
632,5531,17664,"0"" 03ays""",Hungary
633,5148,16295,"0"" 01ays""",Ireland
634,25219,52054,"0"" 02ays""",Belgium
635,20891,64135,"0"" 06ays""",Lithuania
636,20675,29490,"0"" 09ays""",France
637,26327,57070,"0"" 15ays""",Denmark
638,24486,44592,"0"" 22ays""",Ireland
639,21715,46238,"0"" 02ays""",Spain
640,24867,78774,"0"" 04ays""",Bulgaria
641,13465,39793,"0"" 08ays""",Spain
642,29259,45980,"0"" 13ays""",Hungary
643,15718,20610,"0"" 07ays""",Austria
644,25146,68792,"0"" 18ays""",The Netherlands
645,22484,50865,"0"" 16ays""",Finland
646,11457,30906,"0"" 04ays""",Lithuania
647,5523,11509,"0"" 06ays""",Italy
648,29069,43483,"0"" 06ays""",Ireland
649,14419,29802,"0"" 14ays""",Denmark
650,11444,20694,"0"" 14ays""",Italy
651,9467,21157,"0"" 22ays""",Italy
652,11403,22805,"0"" 18ays""",Latvia
653,11669,22613,"0"" 04ays""",Germany
654,5470,10912,"0"" 07ays""",Cyprus
655,29022,49315,"0"" 15ays""",Greece
656,13292,18003,"0"" 11ays""",Bulgaria
657,19487,39789,"0"" 19ays""",Croatia
658,23811,46130,"0"" 15ays""",Poland
659,7427,15029,"0"" 02ays""",Malta
660,25787,56066,"0"" 03ays""",Cyprus
661,18379,43975,"0"" 18ays""",Romania
662,28981,79213,"0"" 12ays""",Portugal
663,29497,85130,"0"" 08ays""",Czech Republic
664,7236,15691,"0"" 14ays""",Slovenia
665,24144,45438,"0"" 09ays""",France
666,26640,76461,"0"" 07ays""",Lithuania
667,17164,34795,"0"" 02ays""",France
668,10533,31039,"0"" 22ays""",Croatia
669,21657,58384,"0"" 06ays""",Slovenia
670,5989,16832,"0"" 21ays""",Ireland
671,23240,57902,"0"" 22ays""",Lithuania
672,7332,20160,"0"" 22ays""",Finland
673,5734,11658,"0"" 14ays""",Spain
674,29762,58924,"0"" 02ays""",Sweden
675,8479,26904,"0"" 06ays""",Spain
676,18830,24675,"0"" 03ays""",Greece
677,17593,26835,"0"" 09ays""",Lithuania
678,16097,39259,"0"" 17ays""",Denmark
679,21286,37596,"0"" 04ays""",Portugal
680,20396,28693,"0"" 03ays""",Portugal
681,19730,57202,"0"" 10ays""",Italy
682,29451,54070,"0"" 18ays""",Luxembourg
683,13190,16424,"0"" 15ays""",Austria
684,26739,75265,"0"" 01ays""",Romania
685,16388,47892,"0"" 14ays""",Finland
686,18880,38853,"0"" 03ays""",Denmark
687,28505,82504,"0"" 13ays""",Spain
688,17967,37891,"0"" 13ays""",Malta
689,19000,47233,"0"" 06ays""",Slovenia
690,13854,31489,"0"" 13ays""",Romania
691,13665,18824,"0"" 04ays""",France
692,6044,10850,"0"" 18ays""",France
693,13840,23755,"0"" 12ays""",Lithuania
694,28750,83424,"0"" 07ays""",Romania
695,27669,41624,"0"" 05ays""",Spain
696,26158,58068,"0"" 16ays""",Romania
697,9390,15022,"0"" 10ays""",Czech Republic
698,23626,52775,"0"" 14ays""",Italy
699,20496,52012,"0"" 21ays""",Finland
700,9133,12295,"0"" 05ays""",Italy
701,27335,75264,"0"" 15ays""",France
702,13570,31196,"0"" 20ays""",The Netherlands
703,19810,60940,"0"" 03ays""",Austria
704,10029,24416,"0"" 14ays""",Hungary
705,19597,40145,"0"" 01ays""",Belgium
706,23233,69119,"0"" 05ays""",Czech Republic
707,12383,15462,"0"" 13ays""",Denmark
708,5099,6585,"0"" 04ays""",Austria
709,15013,27189,"0"" 22ays""",Estonia
710,27643,60359,"0"" 11ays""",Romania
711,12650,32927,"0"" 15ays""",Poland
712,20117,37684,"0"" 31ays""",Cyprus
713,8267,12193,"0"" 16ays""",Belgium
714,9397,14269,"0"" 17ays""",Luxembourg
715,9710,28647,"0"" 03ays""",Austria
716,20282,55165,"0"" 11ays""",Estonia
717,27013,81622,"0"" 08ays""",France
718,18401,45114,"0"" 31ays""",Malta
719,19463,52257,"0"" 01ays""",Cyprus
720,19185,46713,"0"" 15ays""",Cyprus
721,26886,82066,"0"" 15ays""",Germany
722,20186,38393,"0"" 10ays""",Germany
723,11288,14099,"0"" 15ays""",Croatia
724,27405,67707,"0"" 16ays""",Lithuania
725,11070,20432,"0"" 17ays""",Belgium
726,24527,45099,"0"" 07ays""",Bulgaria
727,19922,35647,"0"" 20ays""",Romania
728,11526,13908,"0"" 04ays""",Hungary
729,6013,10951,"0"" 02ays""",Latvia
730,15665,38906,"0"" 04ays""",Germany
731,28210,42522,"0"" 16ays""",Italy
732,11874,34765,"0"" 07ays""",Bulgaria
733,18550,27013,"0"" 19ays""",Luxembourg
734,26651,51273,"0"" 19ays""",Finland
735,17845,37585,"0"" 11ays""",Finland
736,11258,23278,"0"" 17ays""",Spain
737,26570,78003,"0"" 17ays""",Belgium
738,25419,67629,"0"" 22ays""",Bulgaria
739,16194,41979,"0"" 15ays""",Romania
740,11121,15969,"0"" 01ays""",Malta
741,24549,31956,"0"" 07ays""",Bulgaria
742,6963,10113,"0"" 04ays""",Malta
743,11521,13881,"0"" 15ays""",Germany
744,5497,7534,"0"" 31ays""",The Netherlands
745,6834,21229,"0"" 31ays""",Lithuania
746,22320,60348,"0"" 15ays""",Belgium
747,13251,18712,"0"" 03ays""",Czech Republic
748,15852,49864,"0"" 19ays""",Greece
749,5353,12424,"0"" 16ays""",Spain
750,28110,35333,"0"" 09ays""",Malta
751,11902,24880,"0"" 09ays""",Greece
752,7188,11292,"0"" 08ays""",Lithuania
753,7331,9079,"0"" 06ays""",Slovenia
754,11634,16739,"0"" 22ays""",Czech Republic
755,11820,20339,"0"" 11ays""",Bulgaria
756,14801,19991,"0"" 31ays""",Cyprus
757,27855,47512,"0"" 11ays""",France
758,26957,79655,"0"" 09ays""",Slovenia
759,25392,70099,"0"" 18ays""",Denmark
760,27849,72481,"0"" 16ays""",Italy
761,22518,64881,"0"" 13ays""",Malta
762,22265,61431,"0"" 10ays""",Estonia
763,17207,48830,"0"" 14ays""",Romania
764,26084,52304,"0"" 19ays""",Bulgaria
765,29517,81519,"0"" 07ays""",Poland
766,9600,27269,"0"" 08ays""",Estonia
767,25426,70813,"0"" 22ays""",Spain
768,17547,39967,"0"" 16ays""",Cyprus
769,10368,29181,"0"" 14ays""",Ireland
770,19851,29402,"0"" 01ays""",Luxembourg
771,17788,51984,"0"" 21ays""",Sweden
772,24504,60242,"0"" 22ays""",Romania
773,15395,22683,"0"" 22ays""",Sweden
774,26125,64529,"0"" 06ays""",Slovakia
775,10043,18551,"0"" 20ays""",Malta
776,23435,61970,"0"" 05ays""",Latvia
777,7299,11024,"0"" 07ays""",Spain
778,6812,9395,"0"" 31ays""",Luxembourg
779,6642,14872,"0"" 08ays""",France
780,24072,56909,"0"" 06ays""",The Netherlands
781,11663,21962,"0"" 19ays""",Italy
782,10295,17681,"0"" 19ays""",Czech Republic
783,11491,25449,"0"" 08ays""",Slovakia
784,28498,73424,"0"" 03ays""",France
785,5553,8457,"0"" 20ays""",Italy
786,27320,80055,"0"" 02ays""",Greece
787,8845,22486,"0"" 09ays""",Malta
788,21749,63468,"0"" 09ays""",Croatia
789,10645,23022,"0"" 13ays""",Belgium
790,6463,15958,"0"" 09ays""",Finland
791,24260,65217,"0"" 08ays""",Cyprus
792,5583,7419,"0"" 15ays""",Spain
793,23561,42572,"0"" 31ays""",Poland
794,23389,40034,"0"" 05ays""",Italy
795,28573,63903,"0"" 16ays""",Sweden
796,11167,23849,"0"" 05ays""",Latvia
797,18684,36943,"0"" 15ays""",Slovakia
798,6814,15025,"0"" 16ays""",Romania
799,12296,18444,"0"" 12ays""",Bulgaria
800,24901,30365,"0"" 11ays""",Czech Republic
801,10122,13490,"0"" 20ays""",Poland
802,20753,31329,"0"" 10ays""",Czech Republic
803,24055,75316,"0"" 16ays""",Lithuania
804,5333,11286,"0"" 14ays""",Portugal
805,20588,25657,"0"" 19ays""",Finland
806,19423,34087,"0"" 10ays""",Sweden
807,15402,31665,"0"" 05ays""",Lithuania
808,5422,8640,"0"" 20ays""",Finland
809,10916,21495,"0"" 16ays""",Estonia
810,12325,19514,"0"" 18ays""",Sweden
811,7802,10073,"0"" 09ays""",Romania
812,23661,50777,"0"" 09ays""",Slovenia
813,15499,38603,"0"" 05ays""",Ireland
814,5694,17611,"0"" 10ays""",Cyprus
815,11891,33047,"0"" 18ays""",Lithuania
816,8563,10703,"0"" 13ays""",Croatia
817,12648,23775,"0"" 14ays""",Poland
818,23383,32772,"0"" 22ays""",Finland
819,8093,15397,"0"" 02ays""",Germany
820,28221,62469,"0"" 13ays""",Cyprus
821,28828,46164,"0"" 19ays""",Finland
822,23971,40852,"0"" 17ays""",Bulgaria
823,5689,14598,"0"" 03ays""",Poland
824,20693,51442,"0"" 09ays""",The Netherlands
825,13454,24369,"0"" 09ays""",Finland
826,7301,19518,"0"" 15ays""",Cyprus
827,5967,12383,"0"" 03ays""",Croatia
828,24505,69713,"0"" 31ays""",Greece
829,28008,76144,"0"" 08ays""",Belgium
830,24242,63984,"0"" 17ays""",Slovakia
831,24848,65963,"0"" 04ays""",Luxembourg
832,14255,34916,"0"" 19ays""",Poland
833,11885,19381,"0"" 02ays""",Ireland
834,21211,56244,"0"" 31ays""",Germany
835,23108,51677,"0"" 07ays""",Romania
836,5750,18369,"0"" 07ays""",Slovakia
837,27182,49694,"0"" 10ays""",Austria
838,29259,79632,"0"" 14ays""",Romania
839,16098,22812,"0"" 22ays""",Slovenia
840,16329,45617,"0"" 05ays""",Romania
841,12200,29221,"0"" 17ays""",Slovakia
842,25633,71914,"0"" 01ays""",Czech Republic
843,21447,30744,"0"" 02ays""",Italy
844,8087,17451,"0"" 02ays""",Bulgaria
845,9944,25597,"0"" 03ays""",Ireland
846,6738,16426,"0"" 20ays""",Lithuania
847,20259,34438,"0"" 21ays""",Lithuania
848,24250,69109,"0"" 07ays""",Denmark
849,10344,31299,"0"" 07ays""",Croatia
850,19242,61379,"0"" 09ays""",Belgium
851,19392,24852,"0"" 20ays""",Estonia
852,12721,31511,"0"" 09ays""",Poland
853,15841,36892,"0"" 19ays""",Poland
854,12012,32979,"0"" 20ays""",France
855,27054,83451,"0"" 01ays""",Sweden
856,20954,33247,"0"" 14ays""",Estonia
857,29617,63468,"0"" 12ays""",Spain
858,22968,39705,"0"" 04ays""",Cyprus
859,8480,17257,"0"" 21ays""",Luxembourg
860,7803,18328,"0"" 14ays""",Estonia
861,21390,27819,"0"" 05ays""",Greece
862,13676,22304,"0"" 06ays""",Finland
863,21634,33728,"0"" 06ays""",Austria
864,15282,41229,"0"" 21ays""",Croatia
865,24119,61947,"0"" 11ays""",Hungary
866,22711,56344,"0"" 18ays""",Italy
867,21594,40834,"0"" 05ays""",Portugal
868,29150,68308,"0"" 12ays""",Belgium
869,23018,54010,"0"" 13ays""",Lithuania
870,22310,71264,"0"" 15ays""",Hungary
871,18052,24517,"0"" 31ays""",Romania
872,9542,30398,"0"" 16ays""",Cyprus
873,24094,74979,"0"" 17ays""",Slovenia
874,26421,38046,"0"" 13ays""",Latvia
875,17768,54740,"0"" 02ays""",Cyprus
876,6096,16928,"0"" 21ays""",Czech Republic
877,7017,16675,"0"" 20ays""",Belgium
878,14550,23713,"0"" 09ays""",Germany
879,5283,9608,"0"" 22ays""",Latvia
880,29647,67710,"0"" 21ays""",Spain
881,22157,42437,"0"" 15ays""",Denmark
882,6204,8271,"0"" 15ays""",Latvia
883,19100,34801,"0"" 10ays""",Finland
884,24036,61474,"0"" 16ays""",Lithuania
885,15525,37091,"0"" 20ays""",Belgium
886,11332,26071,"0"" 01ays""",Germany
887,12346,24524,"0"" 19ays""",Austria
888,21977,58105,"0"" 17ays""",The Netherlands
889,18028,30764,"0"" 06ays""",Hungary
890,6138,16319,"0"" 05ays""",Cyprus
891,20217,36108,"0"" 16ays""",Cyprus
892,15559,20308,"0"" 21ays""",Lithuania
893,11888,35704,"0"" 03ays""",Czech Republic
894,27609,61234,"0"" 16ays""",Malta
895,20489,43912,"0"" 13ays""",Hungary
896,11250,20740,"0"" 31ays""",Germany
897,13591,19143,"0"" 08ays""",Malta
898,19836,61295,"0"" 19ays""",Finland
899,26441,36991,"0"" 13ays""",Ireland
900,6888,12126,"0"" 10ays""",Austria
901,5428,10304,"0"" 16ays""",Portugal
902,10979,21156,"0"" 05ays""",Hungary
903,20942,54520,"0"" 22ays""",Slovakia
904,16250,35279,"0"" 31ays""",Lithuania
905,19220,37732,"0"" 13ays""",Latvia
906,15063,37640,"0"" 01ays""",Cyprus
907,26403,81473,"0"" 18ays""",Romania
908,29197,45588,"0"" 19ays""",Cyprus
909,29369,83953,"0"" 06ays""",Cyprus
910,13781,33007,"0"" 14ays""",Croatia
911,8756,21896,"0"" 09ays""",Bulgaria
912,7861,11754,"0"" 07ays""",Hungary
913,27397,63721,"0"" 19ays""",Slovenia
914,26087,59460,"0"" 16ays""",Lithuania
915,5703,10563,"0"" 16ays""",Slovakia
916,8862,18162,"0"" 05ays""",Spain
917,25296,46456,"0"" 04ays""",Slovenia
918,21622,67284,"0"" 03ays""",Sweden
919,18516,32307,"0"" 21ays""",Germany
920,10864,27925,"0"" 06ays""",Slovenia
921,17933,32267,"0"" 07ays""",Malta
922,19130,27186,"0"" 15ays""",Bulgaria
923,20097,26351,"0"" 18ays""",Estonia
924,8528,16268,"0"" 20ays""",Finland
925,13423,26693,"0"" 15ays""",Austria
926,18301,40137,"0"" 12ays""",Lithuania
927,14790,27059,"0"" 08ays""",Slovenia
928,21232,66347,"0"" 06ays""",Hungary
929,21937,38950,"0"" 07ays""",France
930,13440,17549,"0"" 17ays""",Cyprus
931,22288,38590,"0"" 07ays""",Sweden
932,24516,61298,"0"" 21ays""",Ireland
933,8594,24472,"0"" 06ays""",Slovenia
934,13675,40582,"0"" 13ays""",Latvia
935,8938,22527,"0"" 06ays""",Italy
936,20501,56175,"0"" 19ays""",Poland
937,17027,52762,"0"" 07ays""",Latvia
938,6769,20716,"0"" 05ays""",Germany
939,29747,85480,"0"" 20ays""",The Netherlands
940,20706,30854,"0"" 06ays""",Slovenia
941,22742,52337,"0"" 21ays""",Cyprus
942,5383,9665,"0"" 11ays""",Belgium
943,23656,64472,"0"" 03ays""",Ireland
944,15366,36226,"0"" 02ays""",Poland
945,14761,22028,"0"" 06ays""",Austria
946,23340,58093,"0"" 22ays""",Finland
947,5568,7785,"0"" 31ays""",Germany
948,27346,72126,"0"" 31ays""",The Netherlands
949,23805,46850,"0"" 20ays""",Spain
950,6687,8051,"0"" 20ays""",Estonia
951,28798,52086,"0"" 17ays""",Bulgaria
952,8759,14006,"0"" 07ays""",Slovakia
953,25608,62053,"0"" 19ays""",Austria
954,12462,31670,"0"" 11ays""",Cyprus
955,9789,20980,"0"" 02ays""",Slovenia
956,10734,33912,"0"" 02ays""",Estonia
957,20855,38203,"0"" 14ays""",Spain
958,7325,21872,"0"" 08ays""",Greece
959,27562,63647,"0"" 21ays""",The Netherlands
960,16932,52539,"0"" 07ays""",Greece
961,18409,43491,"0"" 09ays""",Slovakia
962,18989,44918,"0"" 05ays""",Finland
963,21165,40868,"0"" 02ays""",Poland
964,18876,30566,"0"" 22ays""",Lithuania
965,13629,27295,"0"" 06ays""",Hungary
966,22835,54414,"0"" 07ays""",The Netherlands
967,18150,51670,"0"" 04ays""",Slovakia
968,9760,26347,"0"" 15ays""",France
969,16813,27982,"0"" 09ays""",Slovakia
970,11628,25384,"0"" 21ays""",Poland
971,17145,30452,"0"" 17ays""",Estonia
972,20068,27476,"0"" 09ays""",Estonia
973,9227,21914,"0"" 02ays""",Finland
974,10089,30203,"0"" 16ays""",Latvia
975,15331,38418,"0"" 08ays""",Spain
976,5296,13921,"0"" 05ays""",Lithuania
977,15290,36176,"0"" 15ays""",Romania
978,17595,44003,"0"" 15ays""",Malta
979,28655,53592,"0"" 17ays""",Bulgaria
980,25233,63559,"0"" 01ays""",Romania
981,7470,21414,"0"" 12ays""",Czech Republic
982,7301,11292,"0"" 17ays""",Malta
983,14622,25248,"0"" 21ays""",Romania
984,19720,31282,"0"" 11ays""",Cyprus
985,26342,64460,"0"" 04ays""",Romania
986,15313,39204,"0"" 14ays""",The Netherlands
987,29781,37109,"0"" 18ays""",Hungary
988,23457,28993,"0"" 08ays""",Portugal
989,20959,63410,"0"" 11ays""",Finland
990,13730,36086,"0"" 07ays""",Italy
991,23484,43741,"0"" 06ays""",Malta
992,8286,23838,"0"" 17ays""",Slovakia
993,6655,17238,"0"" 05ays""",Germany
994,15374,39888,"0"" 11ays""",Czech Republic
995,27820,87987,"0"" 09ays""",Slovakia
996,18460,57742,"0"" 08ays""",Malta
997,21551,34292,"0"" 12ays""",Luxembourg
998,9253,25040,"0"" 22ays""",Poland
999,11709,25543,"0"" 21ays""",Lithuania
1000,25441,55700,"0"" 06ays""",Sweden
1001,21153,34253,"0"" 20ays""",Ireland
1002,29574,78596,"0"" 19ays""",France
1003,8009,23861,"0"" 15ays""",Italy
1004,19540,55650,"0"" 16ays""",Greece
1005,26765,45574,"0"" 06ays""",Cyprus
1006,14837,33427,"0"" 11ays""",Luxembourg
1007,13974,39042,"0"" 04ays""",Greece
1008,7952,18182,"0"" 03ays""",Latvia
1009,17174,23010,"0"" 17ays""",Italy
1010,20370,26687,"0"" 01ays""",Finland
1011,6583,9132,"0"" 11ays""",Cyprus
1012,8581,27076,"0"" 09ays""",Ireland
1013,15506,46241,"0"" 14ays""",Hungary
1014,22563,48520,"0"" 11ays""",Denmark
1015,24610,64636,"0"" 13ays""",Finland
1016,9133,26897,"0"" 14ays""",Portugal
1017,25570,56350,"0"" 19ays""",Luxembourg
1018,26189,49164,"0"" 11ays""",Denmark
1019,9968,28951,"0"" 05ays""",Estonia
1020,18574,55458,"0"" 17ays""",Cyprus
1021,26982,35795,"0"" 02ays""",Greece
1022,20293,47989,"0"" 22ays""",Spain
1023,13790,38773,"0"" 20ays""",Lithuania
1024,9770,26657,"0"" 16ays""",Ireland
1025,20924,47443,"0"" 14ays""",Croatia
1026,14017,26145,"0"" 11ays""",Spain
1027,6254,11581,"0"" 09ays""",Portugal
1028,5986,18539,"0"" 10ays""",Cyprus
1029,18622,27247,"0"" 10ays""",Poland
1030,29711,68967,"0"" 17ays""",Denmark
1031,20374,34534,"0"" 08ays""",Malta
1032,16519,24994,"0"" 07ays""",Ireland
1033,20926,43232,"0"" 17ays""",Italy
1034,12612,34187,"0"" 04ays""",Denmark
1035,11886,25264,"0"" 19ays""",Portugal
1036,21716,43511,"0"" 19ays""",Finland
1037,28632,69627,"0"" 14ays""",Poland
1038,27540,52316,"0"" 07ays""",Czech Republic
1039,26616,54886,"0"" 03ays""",France
1040,22316,43605,"0"" 21ays""",The Netherlands
1041,22284,45378,"0"" 09ays""",Cyprus
1042,12123,21026,"0"" 04ays""",Estonia
1043,6883,8639,"0"" 12ays""",Poland
1044,23855,58388,"0"" 31ays""",Austria
1045,17106,49698,"0"" 05ays""",The Netherlands
1046,22386,51277,"0"" 21ays""",Finland
1047,7354,22009,"0"" 11ays""",Poland
1048,10085,24829,"0"" 06ays""",Czech Republic
1049,29895,52942,"0"" 08ays""",Sweden
1050,20174,34106,"0"" 07ays""",Austria
1051,15462,20389,"0"" 07ays""",Slovenia
1052,18990,31499,"0"" 15ays""",Germany
1053,16994,32399,"0"" 05ays""",Estonia
1054,15112,34433,"0"" 02ays""",Belgium
1055,5194,12718,"0"" 05ays""",Belgium
1056,17399,27820,"0"" 16ays""",Luxembourg
1057,26878,35637,"0"" 15ays""",The Netherlands
1058,29220,65337,"0"" 19ays""",France
1059,7076,18708,"0"" 04ays""",Italy
1060,28589,47108,"0"" 19ays""",Slovakia
1061,12148,29081,"0"" 14ays""",Finland
1062,18877,49572,"0"" 11ays""",Denmark
1063,20304,29787,"0"" 19ays""",Latvia
1064,19179,41387,"0"" 18ays""",Poland
1065,18064,30393,"0"" 22ays""",Greece
1066,21109,42321,"0"" 31ays""",Finland
1067,26951,75744,"0"" 07ays""",Cyprus
1068,27912,59646,"0"" 19ays""",Romania
1069,22533,67205,"0"" 20ays""",Spain
1070,9888,26078,"0"" 01ays""",Estonia
1071,29826,58371,"0"" 18ays""",Germany
1072,20256,57352,"0"" 05ays""",Ireland
1073,21894,44572,"0"" 11ays""",Lithuania
1074,22890,52564,"0"" 06ays""",Estonia
1075,6067,10741,"0"" 18ays""",Ireland
1076,22106,45620,"0"" 06ays""",Italy
1077,10846,13292,"0"" 02ays""",Romania
1078,7024,20070,"0"" 16ays""",Malta
1079,28718,35103,"0"" 14ays""",Slovakia
1080,27442,63465,"0"" 03ays""",Cyprus
1081,22069,63664,"0"" 01ays""",Ireland
1082,25205,39204,"0"" 10ays""",Lithuania
1083,8953,18385,"0"" 22ays""",Slovenia
1084,16115,25430,"0"" 16ays""",Italy
1085,21452,37111,"0"" 11ays""",Portugal
1086,24042,55882,"0"" 22ays""",The Netherlands
1087,28930,44361,"0"" 13ays""",Slovakia
1088,6628,13039,"0"" 03ays""",Belgium
1089,8637,11555,"0"" 31ays""",Germany
1090,16025,46083,"0"" 18ays""",Cyprus
1091,27362,75891,"0"" 07ays""",Germany
1092,16304,31236,"0"" 08ays""",Poland
1093,13757,27994,"0"" 07ays""",Bulgaria
1094,7022,13196,"0"" 06ays""",Austria
1095,14573,25298,"0"" 09ays""",Slovenia
1096,25326,63235,"0"" 13ays""",Slovakia
1097,10465,29831,"0"" 03ays""",France
1098,20657,53409,"0"" 22ays""",Portugal
1099,15289,22839,"0"" 11ays""",Portugal
1100,8014,15112,"0"" 04ays""",Croatia
1101,14565,32202,"0"" 04ays""",Spain
1102,12843,20897,"0"" 31ays""",Austria
1103,26893,47631,"0"" 08ays""",Cyprus
1104,13731,33671,"0"" 05ays""",Hungary
1105,10985,15648,"0"" 19ays""",Spain
1106,5961,16740,"0"" 13ays""",Greece
1107,26173,39597,"0"" 17ays""",Croatia
1108,28903,87228,"0"" 05ays""",Lithuania
1109,22791,64697,"0"" 19ays""",Lithuania
1110,29914,79465,"0"" 22ays""",Spain
1111,9237,26279,"0"" 21ays""",Spain
1112,13955,22568,"0"" 09ays""",Hungary
1113,16353,42315,"0"" 10ays""",Spain
1114,13821,40976,"0"" 03ays""",Finland
1115,26818,49689,"0"" 03ays""",Poland
1116,23181,69865,"0"" 12ays""",France
1117,13391,36196,"0"" 17ays""",Spain
1118,19429,36678,"0"" 09ays""",Hungary
1119,10970,21759,"0"" 15ays""",Germany
1120,29322,90881,"0"" 07ays""",Estonia
1121,7632,17403,"0"" 12ays""",Estonia
1122,9181,19594,"0"" 14ays""",Luxembourg
1123,9371,13205,"0"" 02ays""",Germany
1124,21090,56306,"0"" 13ays""",Germany
1125,8765,21387,"0"" 19ays""",Portugal
1126,6286,10861,"0"" 09ays""",Lithuania
1127,22876,31266,"0"" 21ays""",Latvia
1128,20300,49593,"0"" 31ays""",Czech Republic
1129,12404,27129,"0"" 08ays""",Spain
1130,23216,65592,"0"" 10ays""",Slovakia
1131,26458,62806,"0"" 12ays""",Cyprus
1132,6093,17476,"0"" 19ays""",Portugal
1133,15921,40517,"0"" 15ays""",Hungary
1134,12764,27429,"0"" 20ays""",Denmark
1135,12601,25330,"0"" 10ays""",Estonia
1136,18842,42081,"0"" 05ays""",Germany
1137,5990,7669,"0"" 11ays""",Ireland
1138,7845,18052,"0"" 13ays""",Estonia
1139,12807,18668,"0"" 13ays""",Slovenia
1140,26901,44314,"0"" 04ays""",Belgium
1141,14245,41554,"0"" 07ays""",Malta
1142,12659,17769,"0"" 08ays""",Ireland
1143,18133,43431,"0"" 09ays""",France
1144,24341,64019,"0"" 01ays""",Germany
1145,17166,32907,"0"" 15ays""",Cyprus
1146,8600,23307,"0"" 18ays""",Estonia
1147,12398,19929,"0"" 08ays""",Latvia
1148,23830,40367,"0"" 18ays""",Sweden
1149,21838,58116,"0"" 07ays""",Poland
1150,11576,16828,"0"" 10ays""",Cyprus
1151,15067,25009,"0"" 18ays""",Luxembourg
1152,17751,30457,"0"" 16ays""",Belgium
1153,18123,48991,"0"" 06ays""",Belgium
1154,21949,44076,"0"" 08ays""",Portugal
1155,7614,12122,"0"" 02ays""",Austria
1156,8848,26278,"0"" 12ays""",Hungary
1157,26790,54992,"0"" 01ays""",Finland
1158,26308,35788,"0"" 14ays""",Slovenia
1159,19811,50598,"0"" 18ays""",Slovenia
1160,16849,44415,"0"" 14ays""",Luxembourg
1161,25467,68815,"0"" 05ays""",Ireland
1162,14812,38789,"0"" 21ays""",Slovakia
1163,8345,16044,"0"" 13ays""",Latvia
1164,9113,26744,"0"" 18ays""",The Netherlands
1165,7914,23893,"0"" 02ays""",Croatia
1166,17470,47678,"0"" 17ays""",Romania
1167,22089,70143,"0"" 22ays""",Romania
1168,21639,42611,"0"" 02ays""",Latvia
1169,27335,38813,"0"" 12ays""",Spain
1170,14745,37307,"0"" 14ays""",Belgium
1171,16569,29954,"0"" 09ays""",Portugal
1172,28330,71129,"0"" 14ays""",Italy
1173,20596,63733,"0"" 19ays""",Belgium
1174,23019,30384,"0"" 22ays""",Greece
1175,15921,35978,"0"" 15ays""",Czech Republic
1176,14801,25585,"0"" 16ays""",Germany
1177,11757,24942,"0"" 02ays""",Romania
1178,21092,29256,"0"" 17ays""",Slovakia
1179,18065,37416,"0"" 16ays""",Ireland
1180,11351,20365,"0"" 08ays""",Cyprus
1181,25756,48110,"0"" 19ays""",Romania
1182,7215,15236,"0"" 12ays""",Austria
1183,21546,48841,"0"" 21ays""",Austria
1184,28139,89719,"0"" 31ays""",Latvia
1185,21821,54797,"0"" 22ays""",Ireland
1186,15881,42776,"0"" 14ays""",Lithuania
1187,5587,7910,"0"" 19ays""",Estonia
1188,24316,65423,"0"" 03ays""",Belgium
1189,12859,18138,"0"" 12ays""",Croatia
1190,27038,84926,"0"" 31ays""",Finland
1191,14147,34543,"0"" 07ays""",Czech Republic
1192,16931,49503,"0"" 22ays""",Spain
1193,7859,14160,"0"" 17ays""",France
1194,22353,49246,"0"" 01ays""",Romania
1195,9998,22881,"0"" 06ays""",Latvia
1196,20472,31608,"0"" 03ays""",Ireland
1197,12283,15597,"0"" 18ays""",Czech Republic
1198,15189,32766,"0"" 05ays""",Czech Republic
1199,15045,19603,"0"" 07ays""",Finland
1200,6006,13210,"0"" 15ays""",Portugal
1201,14318,20167,"0"" 09ays""",Denmark
1202,14581,25969,"0"" 15ays""",Finland
1203,17268,45090,"0"" 15ays""",Italy
1204,29152,54672,"0"" 31ays""",Croatia
1205,17202,36848,"0"" 13ays""",Slovakia
1206,25804,56508,"0"" 09ays""",Romania
1207,29148,85226,"0"" 21ays""",Luxembourg
